0 494,65 -5
2760 263,61 -6,21666666666667
2761 263,53 -1,01666666666667
2762 263,44 -6,03333333333333
2763 263,36 -5,65000000000001
2764 263,28 -6,59999999999999
2765 263,19 -1,11666666666667
2766 263,11 -12,8666666666666
2767 263,02 -3,96666666666667
2768 262,94 -8,98333333333333
2769 262,86 -4,34999999999999
2770 262,77 -6,33333333333333
2771 262,69 -6
2772 262,6 -6
2773 262,52 -4,11666666666667
2774 262,44 -8,93333333333332
2775 262,35 -9,15000000000001
2776 262,27 -5,55
2777 262,18 -3,95
2778 262,1 -6,59999999999999
2779 262,02 -6,23333333333333
2780 261,93 -7,46666666666667
2781 261,85 -6,08333333333333
2782 261,76 -4,34999999999999
2783 261,68 -4,21666666666667
2784 261,6 -8,61666666666667
2785 261,51 -5,58333333333333
2786 261,43 -8,78333333333333
2787 261,34 -7,15000000000001
2788 261,26 -3,78333333333333
2789 261,18 -4,69999999999999
2790 261,09 -8,18333333333332
2791 261,01 -4,96666666666667
2792 260,92 -5,98333333333333
2793 260,84 -9,61666666666667
2794 260,76 -11,45
2795 260,67 -6,09999999999999
2796 260,59 -5,36666666666667
2797 260,5 -4,41666666666667
2798 260,42 -4,51666666666667
2799 260,34 -3,3
2800 260,25 -1,2
2801 260,17 -5,96666666666667
2802 260,08 -3,23333333333333
2803 260 -4,90000000000001
2804 259,92 -4,90000000000001
2805 259,83 -2,61666666666667
2806 259,75 -7,76666666666667
2807 259,66 -6,51666666666667
2808 259,58 -6,71666666666667
2809 259,5 -9,09999999999999
2810 259,41 -6,94999999999999
2811 259,33 -5,78333333333333
2812 259,24 -4,75
2813 259,16 -2,51666666666667
2814 259,08 -7,48333333333335
2815 258,99 -6
2816 258,91 -7,46666666666667
2817 258,82 -7,05
2818 258,74 -4,91666666666667
2819 258,66 -2,15000000000001
2820 258,57 -7,31666666666668
2821 258,49 -8,41666666666667
2822 258,4 -4,84999999999999
2823 258,32 -4,98333333333333
2824 258,24 -4,46666666666667
2825 258,15 -5,34999999999999
2826 258,07 -6,03333333333332
2827 257,98 -3,96666666666667
2828 257,9 -6,68333333333332
2829 257,82 -5,61666666666667
2830 257,73 -6,48333333333333
2831 257,65 -4,63333333333333
2832 257,56 -4,05
2833 257,48 -9,59999999999999
2834 257,4 -2,75
2835 257,31 -8,84999999999999
2836 257,23 -7,43333333333332
2837 257,14 -4,55
2838 257,06 -7,55
2839 256,98 -5,23333333333333
2840 256,89 -4,18333333333332
2841 256,81 -3,55
2842 256,72 -3,80000000000001
2843 256,64 -7,68333333333332
2844 256,56 -3,56666666666668
2845 256,47 -6,73333333333333
2846 256,39 -2,2
2847 256,3 -4,75
2848 256,22 -3,8
2849 256,14 -9,56666666666668
2850 256,05 -8,41666666666667
2851 255,97 -6,2
2852 255,88 -2,08333333333333
2853 255,8 -9,01666666666667
2854 255,72 -4,71666666666667
2855 255,63 -8,63333333333333
2856 255,55 -9,15000000000001
2857 255,46 -3,01666666666667
2858 255,38 -8,11666666666665
2859 255,3 -11,25
2860 255,21 -4,2
2861 255,13 -1,75
2862 255,04 -2,66666666666667
2863 254,96 -6,36666666666667
2864 254,88 -5,84999999999999
2865 254,79 -7,11666666666667
2866 254,71 -6,96666666666667
2867 254,62 -7,7
2868 254,54 -8,34999999999999
2869 254,46 -2,26666666666667
2870 254,37 -5,05
2871 254,29 -1,93333333333332
2872 254,2 -4,48333333333333
2873 254,12 -7,78333333333333
2874 254,04 -3,46666666666667
2875 253,95 -5
2876 253,87 -2,31666666666668
2877 253,78 -5,38333333333333
2878 253,7 -7,71666666666668
2879 253,62 -4,71666666666667
2880 253,53 -2,38333333333333
2881 253,45 -3,88333333333333
2882 253,36 -2,88333333333333
2883 253,28 -3,58333333333333
2884 253,2 -2,75
2885 253,11 -6,3
2886 253,03 -5,51666666666667
2887 252,94 -8,95
2888 252,86 -7,55
2889 252,78 -8,58333333333333
2890 252,69 -3,59999999999999
2891 252,61 -9,06666666666668
2892 252,52 -6,78333333333333
2893 252,44 -3,15000000000001
2894 252,36 -2,51666666666667
2895 252,27 -7,06666666666668
2896 252,19 -6,06666666666668
2897 252,1 -3,83333333333333
2898 252,02 -4,34999999999999
2899 251,94 -5,84999999999999
2900 251,85 -6,68333333333332
2901 251,77 -5,65000000000001
2902 251,68 -6,26666666666667
2903 251,6 -8,08333333333333
2904 251,52 -8,91666666666667
2905 251,43 -7,8
2906 251,35 -8,81666666666666
2907 251,26 -7,56666666666668
2908 251,18 -8,34999999999999
2909 251,1 -6,51666666666667
2910 251,01 -5,08333333333333
2911 250,93 -4,01666666666667
2912 250,84 -7,09999999999999
2913 250,76 -7,91666666666667
2914 250,68 -6,51666666666667
2915 250,59 -3,75
2916 250,51 -10,55
2917 250,42 -5,36666666666667
2918 250,34 -11,3833333333333
2919 250,26 -4,73333333333333
2920 250,17 -3,83333333333333
2921 250,09 -4,81666666666668
2922 250 -5,83333333333333
2923 249,92 -5,83333333333333
2924 249,84 -5,66666666666667
2925 249,75 -4,51666666666667
2926 249,67 -3,58333333333333
2927 249,58 -9,26666666666667
2928 249,5 -7,76666666666667
2929 249,42 -5,56666666666668
2930 249,33 -10,9
2931 249,25 -5,40000000000001
2932 249,16 -4,05
2933 249,08 -7,51666666666667
2934 249 -6,76666666666665
2935 248,91 -6,05
2936 248,83 -6,93333333333332
2937 248,74 -4,51666666666667
2938 248,66 -5,2
2939 248,58 -8,23333333333333
2940 248,49 -2,98333333333333
2941 248,41 -4,68333333333332
2942 248,32 -4,68333333333332
2943 248,24 -1,26666666666667
2944 248,16 -8,34999999999999
2945 248,07 -8,73333333333333
2946 247,99 -4,56666666666668
2947 247,9 -4,26666666666667
2948 247,82 -4,65000000000001
2949 247,74 -9,46666666666667
2950 247,65 -6,13333333333334
2951 247,57 -6,13333333333333
2952 247,48 -2,8
2953 247,4 -7,53333333333333
2954 247,32 -4,34999999999999
2955 247,23 -8,08333333333333
2956 247,15 -5,56666666666668
2957 247,06 -3,95
2958 246,98 -1,73333333333333
2959 246,9 -3,75
2960 246,81 -1,25
2961 246,73 -5,11666666666666
2962 246,64 -3,76666666666665
2963 246,56 -1,45
2964 246,48 -4,18333333333332
2965 246,39 -7,58333333333333
2966 246,31 -5,88333333333335
2967 246,22 -3,90000000000001
2968 246,14 -4,78333333333333
2969 246,06 -5,05
2970 245,97 -0,666666666666657
2971 245,89 -3,25
2972 245,8 -6,05
2973 245,72 -7,03333333333333
2974 245,64 -7,3
2975 245,55 -4,11666666666667
2976 245,47 -5,98333333333333
2977 245,38 -1,3
2978 245,3 -6,06666666666668
2979 245,22 -6,61666666666667
2980 245,13 -7,38333333333333
2981 245,05 -7,76666666666667
2982 244,96 -7,56666666666666
2983 244,88 -0,116666666666674
2984 244,8 -2,98333333333333
2985 244,71 -3,73333333333333
2986 244,63 -4,46666666666667
2987 244,54 -6,43333333333332
2988 244,46 -5,36666666666667
2989 244,38 -6,76666666666667
2990 244,29 -4,7
2991 244,21 -8,68333333333332
2992 244,12 -9,55
2993 244,04 -6,28333333333333
2994 243,96 -11,3833333333333
2995 243,87 -4,34999999999999
2996 243,79 -5,63333333333333
2997 243,7 -4,41666666666667
2998 243,62 -7,83333333333334
2999 243,54 -6,26666666666667
3000 243,45 -6,05
3001 243,37 -6
3002 243,28 -5,76666666666667
3003 243,2 -8,45
3004 243,12 -7,53333333333333
3005 243,03 -2,83333333333333
3006 242,95 -4,95
3007 242,86 -6,36666666666667
3008 242,78 -3,98333333333333
3009 242,7 -7,66666666666667
3010 242,61 -5,61666666666667
3011 242,53 -9,90000000000001
3012 242,44 -7,90000000000001
3013 242,36 -4,55
3014 242,28 -7,16666666666667
3015 242,19 -3,31666666666668
3016 242,11 -8,56666666666668
3017 242,02 -2,8
3018 241,94 0,900000000000006
3019 241,86 -12,5833333333333
3020 241,77 -7,63333333333333
3021 241,69 -10,2
3022 241,6 -3,45
3023 241,52 -4,8
3024 241,44 -4,11666666666667
3025 241,35 -6,90000000000001
3026 241,27 -6,96666666666667
3027 241,18 -6,36666666666667
3028 241,1 -7,31666666666668
3029 241,02 -4,55000000000001
3030 240,93 -8,08333333333333
3031 240,85 -7,56666666666668
3032 240,76 -8,36666666666667
3033 240,68 -5,45
3034 240,6 -5,73333333333333
3035 240,51 -9,09999999999999
3036 240,43 -8,31666666666668
3037 240,34 -9,11666666666667
3038 240,26 -0,299999999999997
3039 240,18 -11,8833333333333
3040 240,09 -6,84999999999999
3041 240,01 -7,23333333333333
3042 239,92 -5,58333333333333
3043 239,84 -10,4
3044 239,76 -6,16666666666667
3045 239,67 -4,81666666666668
3046 239,59 -7,84999999999999
3047 239,5 -4,95
3048 239,42 -4,73333333333333
3049 239,34 -9,76666666666665
3050 239,25 -7,5
3051 239,17 -5,34999999999999
3052 239,08 -2,08333333333333
3053 239 -6,53333333333333
3054 238,92 -6,66666666666666
3055 238,83 -9,5
3056 238,75 -5,86666666666667
3057 238,66 -8,21666666666667
3058 238,58 -4,15000000000001
3059 238,5 -8,63333333333333
3060 238,41 -8,03333333333333
3061 238,33 -6,38333333333333
3062 238,24 -8,11666666666666
3063 238,16 -5,16666666666667
3064 238,08 -7,66666666666667
3065 237,99 -4,15000000000001
3066 237,91 -6,56666666666668
3067 237,82 -5,28333333333333
3068 237,74 -5,63333333333333
3069 237,66 -4,26666666666667
3070 237,57 -5,81666666666666
3071 237,49 -7,66666666666666
3072 237,4 -8,78333333333333
3073 237,32 -2,36666666666667
3074 237,24 -4,43333333333332
3075 237,15 -4,11666666666667
3076 237,07 -10,1
3077 236,98 -7,5
3078 236,9 -6,51666666666667
3079 236,82 -5
3080 236,73 -6,26666666666667
3081 236,65 -5,09999999999999
3082 236,56 -9,16666666666666
3083 236,48 -2,65
3084 236,4 -6,75
3085 236,31 -5,86666666666667
3086 236,23 -5,65000000000001
3087 236,14 -11,9166666666667
3088 236,06 -5,59999999999999
3089 235,98 -3,33333333333334
3090 235,89 -6,65000000000001
3091 235,81 -10,5666666666667
3092 235,72 -6,63333333333333
3093 235,64 -6,86666666666667
3094 235,56 -9,23333333333335
3095 235,47 -7,63333333333333
3096 235,39 -5,84999999999999
3097 235,3 -6,38333333333333
3098 235,22 -0,900000000000006
3099 235,14 -6,06666666666668
3100 235,05 -4,53333333333333
3101 234,97 -6,48333333333335
3102 234,88 -4,98333333333333
3103 234,8 -7,13333333333333
3104 234,72 -3,68333333333332
3105 234,63 -5,98333333333333
3106 234,55 -6,30000000000001
3107 234,46 -5,46666666666667
3108 234,38 -5,09999999999999
3109 234,3 -8,05
3110 234,21 -9,51666666666667
3111 234,13 -8,68333333333332
3112 234,04 -2,83333333333333
3113 233,96 -8,25
3114 233,88 -3,7
3115 233,79 -6,58333333333333
3116 233,71 -6,3
3117 233,62 -2,41666666666667
3118 233,54 -8,68333333333332
3119 233,46 -4,41666666666667
3120 233,37 -3,83333333333333
3121 233,29 -4,31666666666668
3122 233,2 -7,59999999999999
3123 233,12 -5,86666666666667
3124 233,04 -6,76666666666667
3125 232,95 -4,86666666666667
3126 232,87 -6,55000000000001
3127 232,78 -6,93333333333332
3128 232,7 -4,45
3129 232,62 -8,31666666666668
3130 232,53 -6,51666666666665
3131 232,45 -5,68333333333332
3132 232,36 -8,78333333333333
3133 232,28 -7,78333333333333
3134 232,2 -5,65000000000001
3135 232,11 -8,48333333333333
3136 232,03 -8,31666666666668
3137 231,94 -8,40000000000001
3138 231,86 -6,03333333333333
3139 231,78 -6,48333333333333
3140 231,69 -1,95
3141 231,61 -9,43333333333332
3142 231,52 -5,7
3143 231,44 -4,23333333333333
3144 231,36 -6,63333333333333
3145 231,27 -3,33333333333333
3146 231,19 -1,55000000000001
3147 231,1 -7,01666666666667
3148 231,02 -7,95
3149 230,94 -5,66666666666667
3150 230,85 -7,41666666666667
3151 230,77 -10,65
3152 230,68 -4,83333333333333
3153 230,6 -4,90000000000001
3154 230,52 -3,58333333333334
3155 230,43 -6,96666666666667
3156 230,35 -3,81666666666668
3157 230,26 -4,15000000000001
3158 230,18 -10,0666666666667
3159 230,1 -4,95
3160 230,01 -3,78333333333333
3161 229,93 -6,26666666666667
3162 229,84 -5,75
3163 229,76 -2,15000000000001
3164 229,68 -8,40000000000001
3165 229,59 -11,65
3166 229,51 -5,83333333333334
3167 229,42 -7,06666666666668
3168 229,34 -1,31666666666668
3169 229,26 -11,7
3170 229,17 -3,94999999999999
3171 229,09 -6,23333333333334
3172 229 -9,65000000000001
3173 228,92 -10,9166666666667
3174 228,84 -1,13333333333335
3175 228,75 -9,75
3176 228,67 -6,61666666666667
3177 228,58 -9,46666666666667
3178 228,5 -8,25
3179 228,42 -1,45
3180 228,33 -8,31666666666668
3181 228,25 -8,03333333333333
3182 228,16 -10,7
3183 228,08 -5,26666666666667
3184 228 -6,34999999999999
3185 227,91 -7,71666666666667
3186 227,83 -4,28333333333333
3187 227,74 -10,8833333333333
3188 227,66 -7,43333333333332
3189 227,58 -5,11666666666665
3190 227,49 -5,23333333333335
3191 227,41 -11,6833333333333
3192 227,32 -7,41666666666667
3193 227,24 -4,46666666666667
3194 227,16 -9,94999999999999
3195 227,07 -10,0833333333333
3196 226,99 -6,41666666666667
3197 226,9 -7,06666666666668
3198 226,82 -8,51666666666667
3199 226,74 -4,96666666666667
3200 226,65 -4,11666666666667
3201 226,57 -8,21666666666667
3202 226,48 -7,88333333333335
3203 226,4 -7,48333333333333
3204 226,32 -3,23333333333333
3205 226,23 -8,08333333333334
3206 226,15 -6,41666666666667
3207 226,06 -9,38333333333333
3208 225,98 -2,43333333333332
3209 225,9 -7,3
3210 225,81 -7,53333333333333
3211 225,73 -6,55
3212 225,64 -6,78333333333333
3213 225,56 -6,75
3214 225,48 -2,16666666666667
3215 225,39 -5,41666666666667
3216 225,31 -7,81666666666668
3217 225,22 -6,71666666666667
3218 225,14 -5,26666666666667
3219 225,06 -7,93333333333332
3220 224,97 -5,48333333333333
3221 224,89 -8,05
3222 224,8 -8,25
3223 224,72 -8,13333333333333
3224 224,64 -5,95
3225 224,55 -7,43333333333332
3226 224,47 -4,95
3227 224,38 -8,84999999999999
3228 224,3 -6,16666666666667
3229 224,22 -4,7
3230 224,13 -6,91666666666666
3231 224,05 -6
3232 223,96 -5,3
3233 223,88 -4,65000000000001
3234 223,8 -7,5
3235 223,71 -5,36666666666667
3236 223,63 -9,09999999999999
3237 223,54 -4,59999999999999
3238 223,46 -5,90000000000001
3239 223,38 -7,78333333333333
3240 223,29 -3,5
3241 223,21 -8,66666666666667
3242 223,12 -3,88333333333333
3243 223,04 -4,58333333333333
3244 222,96 -5,38333333333333
3245 222,87 -4,78333333333333
3246 222,79 -1,28333333333333
3247 222,7 -8,86666666666667
3248 222,62 -4,09999999999999
3249 222,54 -6,33333333333333
3250 222,45 -3,86666666666667
3251 222,37 -5,08333333333333
3252 222,28 -7,76666666666667
3253 222,2 -4,38333333333335
3254 222,12 -5,26666666666665
3255 222,03 -5,23333333333333
3256 221,95 -8,45
3257 221,86 -7,03333333333333
3258 221,78 -5,11666666666665
3259 221,7 -5,90000000000001
3260 221,61 -4,08333333333333
3261 221,53 -2,46666666666667
3262 221,44 -6,03333333333333
3263 221,36 -7,83333333333333
3264 221,28 -7,09999999999999
3265 221,19 -5,48333333333333
3266 221,11 -9,71666666666667
3267 221,02 -7,38333333333333
3268 220,94 -8,18333333333332
3269 220,86 -6,48333333333333
3270 220,77 -3,51666666666667
3271 220,69 -11,6666666666667
3272 220,6 -2,3
3273 220,52 -4,03333333333333
3274 220,44 -4
3275 220,35 -5,68333333333332
3276 220,27 -4,11666666666667
3277 220,18 -7,21666666666667
3278 220,1 -2,98333333333335
3279 220,02 -5,16666666666667
3280 219,93 -7,26666666666667
3281 219,85 -6,06666666666668
3282 219,76 -11,25
3283 219,68 -4,65000000000001
3284 219,6 -3,93333333333332
3285 219,51 -7,84999999999999
3286 219,43 -7,3
3287 219,34 -3,95
3288 219,26 -6,3
3289 219,18 -5,63333333333333
3290 219,09 -1,51666666666667
3291 219,01 -6,03333333333333
3292 218,92 -4,5
3293 218,84 -9,28333333333333
3294 218,76 -2,83333333333333
3295 218,67 -4,06666666666668
3296 218,59 -3,63333333333333
3297 218,5 -9,91666666666667
3298 218,42 -8,06666666666666
3299 218,34 -5,83333333333333
3300 218,25 -6,55
3301 218,17 -8,71666666666667
3302 218,08 -2,51666666666667
3303 218 -6,38333333333333
3304 217,92 -4,71666666666667
3305 217,83 -8,21666666666668
3306 217,75 -7,98333333333333
3307 217,66 -7,45
3308 217,58 -9,25
3309 217,5 -7,2
3310 217,41 -9,23333333333333
3311 217,33 -9,09999999999999
3312 217,24 -9,40000000000001
3313 217,16 -11,4666666666667
3314 217,08 -5,59999999999999
3315 216,99 -6,55
3316 216,91 -7,38333333333333
3317 216,82 -4,03333333333333
3318 216,74 -6,38333333333335
3319 216,66 -4,7
3320 216,57 -7,5
3321 216,49 -6
3322 216,4 -8,13333333333333
3323 216,32 -5,51666666666667
3324 216,24 -6,7
3325 216,15 -6,46666666666667
3326 216,07 -5,83333333333333
3327 215,98 -11,1833333333333
3328 215,9 -4,16666666666667
3329 215,82 -7,56666666666668
3330 215,73 -5,36666666666667
3331 215,65 -11,4666666666667
3332 215,56 -10,5166666666667
3333 215,48 -7,01666666666667
3334 215,4 -4,09999999999999
3335 215,31 -9,56666666666668
3336 215,23 -11,55
3337 215,14 -7,68333333333332
3338 215,06 -3,48333333333335
3339 214,98 -6,61666666666667
3340 214,89 -7,13333333333333
3341 214,81 -4,81666666666668
3342 214,72 -3,38333333333333
3343 214,64 -5,16666666666667
3344 214,56 -12,6166666666667
3345 214,47 -4,48333333333333
3346 214,39 -5,65000000000001
3347 214,3 -2,84999999999999
3348 214,22 -5,86666666666667
3349 214,14 -5,33333333333333
3350 214,05 -5,83333333333333
3351 213,97 -9,21666666666667
3352 213,88 -6,86666666666667
3353 213,8 -7,7
3354 213,72 -8,23333333333333
3355 213,63 -1,06666666666668
3356 213,55 -3,8
3357 213,46 -7,34999999999999
3358 213,38 -6,63333333333333
3359 213,3 -4,05
3360 213,21 -6,48333333333333
3361 213,13 -8,51666666666667
3362 213,04 -6,21666666666667
3363 212,96 -9,76666666666667
3364 212,88 -5,93333333333332
3365 212,79 -5,84999999999999
3366 212,71 -3,73333333333335
3367 212,62 -7,90000000000001
3368 212,54 -1,71666666666667
3369 212,46 -8,46666666666667
3370 212,37 -4,8
3371 212,29 -11,15
3372 212,2 -6,91666666666667
3373 212,12 -10,0333333333333
3374 212,04 -4,90000000000001
3375 211,95 -2,16666666666666
3376 211,87 -1,84999999999999
3377 211,78 -3,78333333333333
3378 211,7 -7,41666666666667
3379 211,62 -5,5
3380 211,53 -3,5
3381 211,45 -7,31666666666668
3382 211,36 -6,98333333333333
3383 211,28 -4,8
3384 211,2 -3,46666666666667
3385 211,11 -3,59999999999999
3386 211,03 -7,25
3387 210,94 -8,38333333333333
3388 210,86 -5,93333333333332
3389 210,78 -9,34999999999999
3390 210,69 -2,7
3391 210,61 -8,09999999999999
3392 210,52 -1,81666666666668
3393 210,44 -7,96666666666668
3394 210,36 -9,46666666666667
3395 210,27 -2,8
3396 210,19 -3,56666666666668
3397 210,1 -9,09999999999999
3398 210,02 -5,34999999999999
3399 209,94 -4,59999999999999
3400 209,85 -6,78333333333333
3401 209,77 -9,18333333333334
3402 209,68 -5,26666666666667
3403 209,6 -5,09999999999999
3404 209,52 -8,65000000000001
3405 209,43 -7,53333333333333
3406 209,35 -9,01666666666665
3407 209,26 -4,75
3408 209,18 -6,11666666666667
3409 209,1 -6,06666666666666
3410 209,01 -4,08333333333333
3411 208,93 -6,03333333333333
3412 208,84 -6,86666666666667
3413 208,76 -0,733333333333334
3414 208,68 -5,94999999999999
3415 208,59 -3,98333333333334
3416 208,51 -1,61666666666667
3417 208,42 -2,76666666666667
3418 208,34 -0,333333333333329
3419 208,26 -5,73333333333333
3420 208,17 -2,7
3421 208,09 -3,11666666666667
3422 208 -7,65000000000001
3423 207,92 -7,26666666666667
3424 207,84 -3,98333333333333
3425 207,75 -5,13333333333334
3426 207,67 -6,96666666666668
3427 207,58 -12,5
3428 207,5 -7,45
3429 207,42 -6,33333333333333
3430 207,33 -8,73333333333333
3431 207,25 -9,81666666666668
3432 207,16 -3,8
3433 207,08 -5,31666666666668
3434 207 -2,73333333333333
3435 206,91 -7,2
3436 206,83 -5,8
3437 206,74 -7,25
3438 206,66 -3,56666666666668
3439 206,58 -7,51666666666667
3440 206,49 -4,36666666666667
3441 206,41 -4,45
3442 206,32 -4,55
3443 206,24 -1,86666666666667
3444 206,16 -5,51666666666667
3445 206,07 -4,40000000000001
3446 205,99 -6,96666666666667
3447 205,9 -4,26666666666667
3448 205,82 -6,75
3449 205,74 -3,75
3450 205,65 -8
3451 205,57 -6,13333333333333
3452 205,48 -4,81666666666668
3453 205,4 -6,83333333333333
3454 205,32 -6,63333333333335
3455 205,23 -8,23333333333333
3456 205,15 -8,46666666666667
3457 205,06 -5,98333333333335
3458 204,98 -1,38333333333333
3459 204,9 -9,5
3460 204,81 -9,55
3461 204,73 -9,21666666666668
3462 204,64 -4,08333333333333
3463 204,56 -4,18333333333332
3464 204,48 -3,86666666666667
3465 204,39 -10,25
3466 204,31 -10,45
3467 204,22 -10,2666666666667
3468 204,14 -5,91666666666667
3469 204,06 -9,15000000000001
3470 203,97 -5,08333333333333
3471 203,89 -10,1666666666667
3472 203,8 -8,90000000000001
